,property_id,host_about,host_response_time,host_response_rate,host_nr_listings,host_nr_listings_total,host_verified,booking_price_covers,booking_min_nights,booking_max_nights,responsetime_code
164,166,,within a few hours,100%,3.0,3.0,"email, phone, reviews",2,1,1125,3.0
165,167,,a few days or more,0-49%,1.0,1.0,"email, phone, facebook, reviews",1,1,400,0.0
166,168,I love travelling and meeting new people.,within a few hours,50-89%,3.0,3.0,"email, phone, reviews, jumio, work_email",1,2,1125,3.0
167,169,I love travelling and meeting new people.,within a few hours,50-89%,3.0,3.0,"email, phone, reviews, jumio, work_email",2,1,1125,3.0
168,170,I love travelling and meeting new people.,within a few hours,50-89%,3.0,3.0,"email, phone, reviews, jumio, work_email",1,2,1125,3.0
169,171,I like to welcome and meet people from all corners of the world! ;-)  J'aime accueillir et rencontrer des gens de tous les coin du monde! ;-),within an hour,100%,2.0,2.0,"email, phone, reviews, jumio, offline_government_id, government_id",1,3,1125,4.0
170,172,I like to welcome and meet people from all corners of the world! ;-)  J'aime accueillir et rencontrer des gens de tous les coin du monde! ;-),within an hour,100%,2.0,2.0,"email, phone, reviews, jumio, offline_government_id, government_id",1,3,1125,4.0
171,173,,unknown,unknown,1.0,1.0,"email, phone, reviews",1,1,1125,1.0
172,174,,within an hour,50-89%,1.0,1.0,"email, phone, reviews",1,2,1125,4.0
173,175,-,within an hour,100%,1.0,1.0,"email, phone, facebook, reviews, jumio",1,3,180,4.0
174,176,"Ik ben trotse eigenaar van dit mooie appartement, maar kan er helaas niet vaak zijn.  Dus heb je zin om eens vanuit dit mooie plekje Antwerpen te ontdekken, ofwel voor iets langere tijd te huren? Aarzel niet om te reageren!",within a few hours,100%,1.0,1.0,"email, phone, reviews, jumio",2,2,1125,3.0
175,177,"Kristof en ik wonen samen in ons appartement in Antwerpen. We hebben in 2015 besloten in Antwerpen te komen wonen en hebben nog geen seconde spijt gehad van deze beslissing! We genieten dan ook echt van het stadsleven: uiteten gaan, naar feestjes gaan, musea bezoeken, naar de cinema gaan, in de zomer de parken ontdekken, ... . Verder houden we enorm veel van reizen en nieuwe plaatsen ontdekken. Binnenkort zijn we dan ook terug te vinden overal ter wereld in onze VW bus, die we helemaal 'reisklaar' aan het maken zijn. Onze hobby is snowboarden en voor de rest proberen we zoveel mogelijk van het leven te genieten!",within an hour,100%,1.0,1.0,"email, phone, reviews",1,2,42,4.0
176,178,,a few days or more,0-49%,1.0,1.0,"email, phone, facebook",1,14,1125,0.0
177,179,,within an hour,100%,1.0,1.0,"phone, facebook, reviews",1,6,1125,4.0
178,180,"Exerçant dans les domaines des sciences humaines, j'aime aller à la rencontre des autres...Voilà pourquoi je me suis lancée dans ce projet que j'ai très vite aimé. Soyez les bienvenus ;o)",within an hour,100%,1.0,1.0,"email, phone, reviews, jumio, offline_government_id, government_id",1,2,60,4.0
179,181,,within a day,100%,1.0,1.0,"email, phone",1,3,1125,2.0
180,182,,within an hour,100%,1.0,1.0,"phone, facebook, reviews, jumio, offline_government_id, government_id",1,2,14,4.0
181,183,"My boyfriend (Yann) and I (Claudia) love to travel anywhere and rather stay at people's places than in hotels. Now that we bought our own little nest, we are happy to welcome people in our home and city !  A part from traveling : Good Food is more than a passion, it's a philosophy. Love to have friends and family around for dinner when we're not trying new restaurants. Literature, Cinema, Arts, Nature, Rugby (Yann), Theater and Feminism (Claudia : please consider those two as separate).",within an hour,100%,1.0,1.0,"email, phone, facebook, reviews, jumio, offline_government_id, government_id",1,2,10,4.0
182,184,"My name is Walter, i'm living in Brussels, i'm the manager of Laura Hamilton an international Matchmaking agency in Brussels,Paris , London and soon New York; i'm a Life coach & relationship coach too since 1995, my passion  is photography. I do speak french,  english .I wll be your host and be available to help you to enjoy your stay in Brussels. On the 22 OF MARCH I have been Injured in the Terrorist Attack at Brussels Airport i lost a leg but know i'm staring my recovering at home ; I'm available to host you again and will be available to make your stay in Brussels cosy.",within a few hours,100%,1.0,1.0,"email, phone, reviews, work_email",1,2,7,3.0
183,185,Pro Player Who Like Travel,within an hour,100%,1.0,1.0,"email, phone, google, reviews, jumio, offline_government_id, government_id",1,2,1125,4.0
184,186,"I am a young film maker, living in Brussels. I decided to take the opportunity of my flatmate being away for several months to rent her room and bring the world to me!",within a day,100%,1.0,1.0,"email, phone, reviews, jumio",1,2,1125,2.0
185,187,,within an hour,100%,1.0,1.0,"email, phone, reviews",2,1,3,4.0
186,188,,a few days or more,0-49%,1.0,1.0,"email, phone",1,1,1125,0.0
187,189,,within a few hours,50-89%,1.0,1.0,"email, phone",6,7,180,3.0
188,190,,unknown,unknown,1.0,1.0,"email, phone",1,1,1125,1.0
189,191,,within a day,100%,1.0,1.0,"email, phone, facebook, reviews, jumio, offline_government_id, government_id",1,1,1125,2.0
190,192,,a few days or more,0-49%,1.0,1.0,"email, phone",1,3,1125,0.0
191,193,"Originaire de Bruxelles. Passionné de musique et d'art en général. J'aime vivre dans un endroit calme, sain et lumineux. Je crois que mon espace comprend ces trois choses. Un gros chat dormeur, câlin et affamé y vit aussi.",within a few hours,100%,1.0,1.0,"email, phone, reviews",2,1,1125,3.0
192,194,,within a few hours,100%,1.0,1.0,"email, phone, google, reviews",1,2,31,3.0
193,195,,within a day,50-89%,1.0,1.0,"email, phone, reviews",1,2,1125,2.0
194,196,,unknown,unknown,1.0,1.0,"email, phone, google, reviews, jumio, government_id",1,15,1125,1.0
195,197,,unknown,unknown,1.0,1.0,"email, phone, facebook",1,3,1125,1.0
196,198,"Je suis grec et  parle le français. J'aime aussi m'exprimer en anglais, en italien et en portugais.   J'adore la convivialité et faire découvrir des lieux. Mes studios sont bien situés et cela, je peux vous le dire en voyageant beaucoup en Europe. Je vous souhaite déjà une bonne installation et un super séjour!",within an hour,100%,3.0,3.0,"email, phone, facebook, google, linkedin, reviews, work_email",1,2,4,4.0
197,199,,within a day,100%,1.0,1.0,"phone, reviews",4,3,1125,2.0
198,200,,within an hour,50-89%,2.0,2.0,"email, phone, reviews",1,2,1125,4.0
199,201,,within an hour,50-89%,2.0,2.0,"email, phone, reviews",1,1,1125,4.0
200,202,"née en France, je suis installée en Belgique depuis 25 ans , je suis clownesse et passionnée par mon métier ; je suis curieuse et en appétit de beaucoup de choses: danse, musique, lecture, dessin,autres cultures,(URL HIDDEN) passe pas mal de temps dans un potager collectif,et me régale de partager  du temps avec les zamis.",unknown,unknown,1.0,1.0,"email, phone, reviews",2,1,1125,1.0
201,203,,within an hour,90-99%,1.0,1.0,"email, phone, facebook, reviews, jumio, offline_government_id, government_id",2,1,10,4.0
202,204,,within an hour,100%,1.0,1.0,"email, phone, facebook, reviews, jumio, government_id",1,1,7,4.0
203,205,"j'aime voyager et surtout hors des sentiers battus, je vous invite à découvrir un quartier de Bruxelles sous toutes ses hautes coutures; son riche patrimoine,sa gastronomie, son ambiance conviviale , ses artistes Bon voyage",unknown,unknown,1.0,1.0,"email, reviews",4,3,1125,1.0
204,206,,within an hour,100%,1.0,1.0,"phone, facebook, reviews",1,2,10,4.0
205,207,25 years old and i respect every body ❤️,within a few hours,50-89%,1.0,1.0,"email, phone, facebook",1,1,1098,3.0
206,208,"Nast: Étudiante en Naturopathie et ambassadrice greenpeace , Alex : Ouvrier forestier et agricole ; tous deux amoureux de la nature, culture, musique et de notre ville , nous serons heureux de vous en faire profiter ses plus beaux aspects !",within a day,50-89%,1.0,1.0,"email, phone, facebook, reviews",1,1,1125,2.0
207,209,,unknown,unknown,1.0,1.0,"email, phone",1,2,1125,1.0
208,210,,within an hour,100%,1.0,1.0,"email, phone, facebook, reviews",2,1,120,4.0
209,211,,within an hour,100%,1.0,1.0,"phone, facebook, reviews",1,1,1125,4.0
210,212,"Lorsque je suis en tournée ou sur le voyage, je loue mon appart. Dans un quartier au calme, je m'y ressource avant de repartir sur les routes. Ca me fait plaisir de rencontrer des voyageurs d'ici et d'ailleurs et je me ferai une joie de vous donner l'occasion d'apprécier Bruxelles!",within a day,100%,1.0,1.0,"email, phone, reviews",1,2,1125,2.0
211,213,"Nous sommes une petite famille avec deux enfants (5 et 1 ans). Mon mari et moi sommes architectes. Nous aimons la simplicité et les moments en famille.  J'adore cuisiner, m'occuper de mes bébés et surtout voyager !",within a few hours,50-89%,1.0,1.0,"email, phone, facebook",4,2,20,3.0
212,214,Je me ferais un plaisir de vous accueillir pour votre séjour dans mon loft . Situé dans un bâtiment rénové d'une ancienne chocolaterie Bruxelloise ayant gardé cette âme.J'aime également beaucoup voyager sous différentes formes et je ferai en sorte que votre passage à Bruxelles dans le loft se passe parfaitement bien.,within an hour,100%,1.0,1.0,"email, phone, reviews",1,2,1125,4.0
213,215,,within a few hours,50-89%,1.0,1.0,"email, phone, facebook, work_email",1,2,1125,3.0
214,216,,within an hour,100%,1.0,1.0,"email, phone, facebook, linkedin, reviews, jumio, offline_government_id, government_id",1,2,1125,4.0
215,217,"28 years old, working in Brussels.",within an hour,100%,2.0,2.0,"email, phone, reviews, jumio",2,2,1125,4.0
216,218,"28 years old, working in Brussels.",within an hour,100%,2.0,2.0,"email, phone, reviews, jumio",1,2,90,4.0
217,219,"Performs,creates and in love with life.",within an hour,100%,1.0,1.0,"email, phone, reviews, jumio",1,2,1125,4.0
218,220,,within an hour,100%,1.0,1.0,"email, phone, facebook, reviews",1,1,190,4.0
219,221,"I am a Belgian woman in her thirties. I work as a painter and carpenter for cinema.  If it is not that I should open a restaurant or a bed and breakfast, my friends say of me I am very social or and joyful person.  Traveling a lot I always chose the community housing options. As a guest, I treat my host's place as if it was mine and better.  My hope is to meet with people downright enthusiastic within the Rb'n'B community.",within a day,50-89%,1.0,1.0,"email, phone, reviews",1,1,1125,2.0
220,222,"Hello,  Difficile de se présenter. J'aime lire, c'est d'ailleurs l'une des premières choses que je regarde chez les autres: leur bibliothèque! J'aime m'occuper des plantes, il y en a donc pas mal chez moi et ma passion est le tango argentin. Je peux vous conseiller sur les meilleures milongas!  à bientôt,  Caroline",unknown,unknown,1.0,1.0,"email, phone, reviews",1,2,16,1.0
221,223,"Native to the city of Antwerp, Belgium, I have spent many years travelling, studying and working abroad. Coming back to my home town feels like a true reward during which I enjoy very much the good life and 'Burgondic'  lifestyle Belgium has to offer, which has fostered an informal expertise in Belgian beers, coffee bars, cultural events and places where to hide with a good book.  In my absences from Antwerp, my good friend Carlos will host guests in my flat.",within a few hours,100%,1.0,1.0,"email, phone, reviews, jumio, government_id, work_email",1,2,1125,3.0
222,224,,within an hour,100%,1.0,1.0,"email, phone, facebook, reviews",1,2,1125,4.0
223,225,,unknown,unknown,1.0,1.0,"email, phone, reviews",2,2,20,1.0
224,226,,within an hour,50-89%,1.0,1.0,"phone, facebook",1,2,30,4.0
225,227,,unknown,unknown,1.0,1.0,"email, phone, reviews",1,4,1125,1.0
226,228,,within an hour,100%,1.0,1.0,"email, phone, reviews, jumio, offline_government_id, government_id",1,13,240,4.0
227,229,,within a day,100%,1.0,1.0,"email, phone, reviews",1,1,7,2.0
228,230,.,within a day,50-89%,1.0,1.0,"email, phone, reviews, jumio, offline_government_id, selfie, government_id, identity_manual",2,4,45,2.0
229,231,,within an hour,100%,2.0,2.0,"phone, reviews",1,1,1125,4.0
230,232,,within an hour,100%,2.0,2.0,"phone, reviews",6,1,1125,4.0
231,233,"Hej iedereen ! Ik ben een enthousiaste Antwerpenaar die blij is om je te mogen ontvangen in de stad der steden :-)  Ik hou van mijn kat Polleke, zotte dingen doen, voetballen, mijn werk bij jeugdreisorganisatie KrisKras, motorijden, reizen en gezellig op café met vrienden! Ik doe af en toe ook mee aan een sociaal-artistiek project, ik vind het leuk om in contact te komen met allerlei soorten mensen.  Als reisfreak overnachtte ik zelf al een aantal keer via Air b&b en omdat het concept me zo aanspreekt, wil ik mijn appartement ook graag met anderen delen.  Wees welkom in Antwerpen!",within an hour,100%,1.0,1.0,"email, phone, reviews, jumio",2,3,1125,4.0
232,234,"We are a couple who has a studio. We don't live in it, but we're always nearby. In our freetime we like to see movies, walk in the city and have a drink. We are friendly and like to meet new people from different countries.  Don't hesitate to ask any questions.",within an hour,100%,1.0,1.0,"email, phone, reviews, jumio, offline_government_id, government_id",1,1,1125,4.0
233,235,,within a day,50-89%,1.0,1.0,"email, phone, reviews, manual_offline, jumio",1,2,1125,2.0
234,236,,unknown,unknown,1.0,1.0,phone,1,1,2,1.0
235,237,I'm a student of visual art. Now I live in brussels to do a stage in an art gallery.,unknown,unknown,1.0,1.0,"phone, jumio",1,1,1125,1.0
236,238,We are a Turkish-Flemish couple both IT professionals. We have 3 small kids and we like to meet new people.,within an hour,100%,1.0,1.0,"email, phone, reviews, jumio, offline_government_id, government_id",1,1,1125,4.0
237,239,,within an hour,50-89%,1.0,1.0,"phone, reviews",1,1,7,4.0
238,240,Réalisateur documentaire  (URL HIDDEN)  & Ingénieur en Ecoconstruction (URL HIDDEN),unknown,unknown,1.0,1.0,"email, phone, reviews",1,5,1125,1.0
239,241,"I (Gaga) am from Brittany, France & my partner is from Serbia.  We both enjoy travelling, watching movies, trying new things (from food and drinks to discovering new places/activities). Also love music & radio, drinking tea/beer, moving, taking pictures, meeting new people, hearing new accents.  We like receiving/meeting people at home, it feels like travelling a bit, and seeing the city where we live in a different way... We try to make our hosts feel at home, and to help or give advice for where to go/what to see depending on what they are looking for. So no need to be shy with us!  When we travel, we're always happy to meet the locals either by staying in a place long enough, or by using some hospitality networks.  One motto? “The whole object of travel is not to set foot on foreign land; it is at last to set foot on one’s own country as a foreign land.” (G. K. Chesterton)",within an hour,100%,1.0,1.0,"email, phone, reviews, jumio, government_id, work_email",1,14,1125,4.0
