property_id,property_zipcode,property_type,property_room_type,property_max_guests,property_bathrooms,property_bedrooms,cluster_label,centroid_distance
582,1000,0,0,4,1.0,2.0,2,0.83
584,1050,0,0,2,1.0,1.0,4,0.82
585,1040,0,0,2,1.0,1.0,7,1.26
586,1040,0,0,3,1.0,1.0,0,1.89
587,1050,0,1,2,1.0,1.0,4,0.91
588,1060,0,0,2,1.0,2.0,9,1.05
589,1060,0,1,2,1.5,1.0,9,1.18
590,1170,14,0,8,2.5,5.0,7,2.76
591,2000,20,0,2,1.0,1.0,1,1.28
592,1070,1,1,2,1.0,0.0,9,1.9
593,1210,14,1,1,1.0,1.0,0,0.55
594,1060,0,0,4,1.0,1.0,2,1.33
595,1000,0,0,2,1.0,0.0,2,0.76
596,1000,0,0,4,1.0,1.0,2,0.61
597,1000,0,0,4,1.0,1.0,2,0.56
598,1000,0,0,4,1.0,1.0,2,0.68
600,1190,0,0,2,1.0,1.0,9,0.3
601,1000,0,0,2,1.0,1.0,2,0.86
602,2018,15,0,3,1.0,1.0,6,1.44
603,2018,15,0,3,1.0,1.0,6,1.47
604,2018,15,0,3,1.5,1.0,6,1.43
605,2018,15,0,3,1.5,1.0,6,1.61
606,1050,14,0,2,1.0,1.0,4,1.16
607,1050,0,1,2,1.0,1.0,4,1.15
608,1050,0,0,2,1.0,1.0,4,0.97
609,1000,0,0,2,1.0,1.0,4,0.95
610,1050,0,0,2,1.0,1.0,4,0.94
611,1020,0,0,2,1.0,0.0,5,0.86
612,1000,15,0,2,1.0,1.0,0,1.45
613,1180,0,0,2,1.0,1.0,9,2.31
614,1000,14,1,2,1.0,1.0,2,1.1
615,1060,0,0,4,1.0,1.0,4,0.77
617,1040,0,0,2,1.5,1.0,7,0.52
618,1000,0,0,2,1.5,1.0,4,0.64
619,1150,0,0,6,1.0,2.0,3,2.26
620,2018,14,1,2,1.0,1.0,1,0.85
621,2018,14,1,2,1.0,1.0,1,0.92
622,2018,0,0,2,1.0,1.0,1,1.12
623,1040,0,0,6,1.0,2.0,7,0.85
624,2000,14,0,6,1.5,2.0,1,0.46
625,1180,21,1,2,1.0,0.0,4,4.62
626,1020,0,0,4,1.0,2.0,5,2.81
627,2060,0,0,2,1.0,1.0,6,0.42
628,1020,0,0,4,1.0,2.0,5,1.48
629,1200,0,0,3,1.0,1.0,3,1.52
630,1200,0,0,2,1.0,0.0,3,1.63
631,1040,0,0,2,1.0,0.0,7,1.08
632,1050,0,0,4,2.0,2.0,4,0.05
633,2600,0,0,3,1.0,1.0,6,2.34
634,1000,0,1,2,2.0,1.0,2,0.68
635,1000,0,0,12,2.0,4.0,2,0.65
636,1000,0,1,4,2.0,1.0,2,0.68
637,2000,0,0,2,1.0,0.0,1,0.81
638,1060,0,0,2,1.0,1.0,9,0.63
639,1060,0,1,3,1.0,1.0,4,1.0
640,1160,0,0,2,1.0,1.0,7,0.99
641,1000,0,0,6,1.0,2.0,2,0.01
642,1000,0,0,4,1.0,1.0,2,0.12
643,1000,0,0,4,1.0,1.0,2,0.09
644,1000,0,0,4,1.0,1.0,2,0.06
645,1000,0,0,6,1.0,2.0,2,0.27
646,1160,0,1,2,1.0,1.0,7,0.31
647,2000,0,0,2,1.0,1.0,1,0.55
648,2060,0,0,4,1.5,3.0,6,2.4
649,1040,0,0,2,1.5,0.0,7,1.11
650,1050,0,0,2,1.0,1.0,7,1.14
651,1060,0,1,2,1.0,1.0,9,0.84
652,1000,0,0,2,1.0,0.0,2,0.54
653,1020,0,0,3,1.0,1.0,5,2.95
654,1000,3,0,4,2.0,2.0,4,1.27
655,1000,0,0,6,1.0,2.0,4,1.01
656,1050,0,0,4,1.0,2.0,4,0.91
657,1060,0,1,2,1.0,1.0,9,1.28
658,1000,1,1,2,1.0,1.0,2,0.34
659,1000,1,1,2,1.0,1.0,2,0.37
660,1000,1,1,1,1.0,1.0,2,0.31
661,1040,0,0,2,1.0,1.0,7,0.37
662,1050,0,2,1,1.0,1.0,7,0.81
664,2170,14,1,3,2.0,3.0,6,2.91
665,2170,14,0,7,2.0,2.0,6,2.84
666,1080,0,1,1,1.5,1.0,2,1.02
667,1000,0,0,4,1.0,1.0,2,0.16
668,1050,0,0,4,1.5,2.0,4,0.75
669,1000,0,0,4,1.0,1.0,0,0.97
670,1060,0,0,6,2.0,2.0,9,0.41
671,1160,0,0,4,1.0,1.0,3,2.6
672,2018,0,0,4,1.0,2.0,1,0.8
673,1040,0,0,4,1.5,1.0,7,1.35
674,1060,14,0,2,1.0,1.0,9,0.68
675,1050,0,0,3,1.0,1.0,4,0.23
676,1190,14,1,3,2.0,2.0,9,0.92
677,1000,0,1,2,1.5,1.0,2,0.54
678,1050,0,0,2,1.5,0.0,4,0.44
679,1180,0,1,2,1.0,1.0,4,3.65
680,1190,0,0,4,1.0,1.0,9,1.26
681,1060,0,0,3,1.0,1.0,9,0.48
682,1190,0,0,5,1.5,2.0,9,1.07
683,2000,0,0,4,1.0,2.0,1,2.52
685,2140,0,0,2,1.0,1.0,6,0.26
686,2000,0,1,2,2.0,1.0,1,1.53
687,2000,0,1,2,1.0,1.0,1,1.53
688,1200,0,0,4,1.0,1.0,0,1.71
689,1140,0,0,3,1.0,2.0,0,3.19
690,1200,0,0,2,1.0,1.0,7,1.73
691,1160,14,1,2,1.5,1.0,3,2.93
692,1060,0,1,2,1.0,1.0,9,0.64
693,1040,0,0,4,2.0,2.0,7,1.71
694,1050,0,1,2,1.0,1.0,4,1.35
695,1050,0,1,2,1.0,2.0,4,1.27
696,1030,0,0,8,1.0,2.0,0,1.31
697,1170,0,0,5,2.0,2.0,7,1.37
698,1000,0,1,2,1.0,1.0,2,0.3
699,1050,0,0,2,1.0,0.0,4,0.92
700,1080,0,0,5,1.0,2.0,8,1.07
701,1050,0,1,1,1.0,1.0,4,1.16
702,1000,0,0,4,2.0,2.0,2,1.02
703,1060,0,0,2,1.0,1.0,9,0.14
704,1000,0,0,4,1.0,1.0,2,0.34
705,1060,0,2,3,1.0,1.0,9,1.37
706,1180,0,0,4,1.0,2.0,9,2.05
707,2020,0,0,2,1.0,1.0,1,2.53
708,1000,0,0,4,1.0,1.0,0,0.72
709,1000,0,0,2,1.0,1.0,2,1.01
710,2000,0,1,2,1.0,1.0,1,0.6
711,2020,0,1,3,1.0,1.0,1,3.39
712,1080,0,1,2,1.0,1.0,8,1.75
713,1080,14,1,2,1.0,1.0,5,1.04
714,1190,0,0,5,2.0,2.0,9,0.78
715,1070,0,1,2,1.0,1.0,9,1.76
716,1070,0,0,8,2.0,4.0,9,1.67
717,1000,0,0,5,1.0,2.0,0,1.05
718,1180,14,1,2,1.0,2.0,9,2.59
719,2000,0,0,9,1.0,1.0,1,1.06
720,2018,14,0,4,1.0,2.0,6,0.8
721,1000,0,1,1,1.0,1.0,0,0.63
722,1000,0,0,4,1.0,1.0,2,0.18
723,1050,0,0,4,1.0,2.0,4,0.32
724,2060,14,0,2,1.0,1.0,6,0.88
725,1000,0,1,2,1.0,1.0,2,0.57
726,1050,0,1,2,1.0,1.0,9,0.9
727,1210,14,1,2,1.0,1.0,0,0.81
728,1190,14,1,3,1.0,0.0,9,0.79
729,1030,0,0,4,0.5,1.0,0,0.62
730,1050,0,0,3,1.5,2.0,4,0.97
731,1000,0,0,2,1.0,0.0,2,1.36
732,1030,14,1,1,1.5,1.0,0,1.17
733,1080,0,0,4,1.0,3.0,8,1.78
734,1030,0,1,2,1.0,1.0,0,0.26
735,1030,0,0,2,1.0,0.0,0,0.56
736,1060,0,0,3,1.0,2.0,4,1.03
737,1000,0,1,2,1.0,1.0,2,0.71
738,1060,0,0,4,1.0,2.0,9,1.1
739,2000,0,0,4,2.0,2.0,1,0.45
740,1070,0,1,2,1.0,1.0,2,1.17
741,1050,0,1,2,1.0,1.0,4,0.53
742,1050,0,1,2,1.0,1.0,4,0.39
743,1200,0,0,1,1.5,1.0,3,0.69
744,2610,0,0,2,1.0,1.0,1,4.55
745,1070,15,0,3,2.0,2.0,9,1.78
746,1000,0,1,2,1.0,1.0,2,0.21
747,2060,0,1,2,1.0,1.0,6,2.23
748,2060,0,0,4,1.0,2.0,6,2.2
749,1083,0,0,2,1.0,1.0,8,2.6
750,1000,0,0,4,1.5,1.0,2,0.89
751,2060,14,1,1,1.0,1.0,6,2.18
752,2000,0,0,2,1.0,0.0,1,0.82
753,1000,0,0,3,1.0,2.0,2,1.1
754,1040,0,0,2,1.0,1.0,7,0.78
755,1060,0,1,1,1.0,1.0,4,0.92
756,1060,0,0,3,1.5,2.0,4,0.97
757,1050,0,0,6,1.0,2.0,9,0.88
758,2018,15,1,2,1.0,1.0,6,1.27
759,2000,0,0,9,1.0,1.0,1,0.97
760,2140,0,0,3,1.5,2.0,6,0.76
761,1040,15,0,2,1.5,2.0,7,1.62
762,1000,0,0,4,1.0,1.0,2,0.65
763,1150,0,0,6,1.5,2.0,3,1.24
764,1180,0,1,2,1.0,1.0,9,2.06
765,1060,0,0,2,1.0,1.0,9,1.19
767,1190,0,0,4,1.0,1.0,9,0.63
768,1050,0,1,2,1.0,1.0,9,0.96
769,1070,0,0,2,1.0,1.0,2,1.47
770,1190,14,1,2,2.5,1.0,9,2.53
771,2000,0,0,4,1.0,2.0,1,1.17
772,1060,0,0,2,1.0,1.0,2,1.53
773,1210,0,0,4,1.0,1.0,0,1.06
774,1060,0,0,6,1.5,3.0,4,1.17
775,1050,0,0,2,1.0,1.0,4,0.61
776,2020,0,0,4,1.0,2.0,1,2.35
777,2000,0,0,4,1.0,1.0,1,0.49
778,2000,0,0,2,1.0,1.0,1,0.5
779,2060,14,1,2,1.0,1.0,6,0.97
780,1030,0,0,4,1.0,1.0,0,1.15
781,1030,0,0,2,1.0,1.0,0,1.5
782,1200,0,0,2,1.0,1.0,3,1.7
783,1000,11,1,1,1.0,0.0,0,1.2
784,1030,0,2,1,0.5,1.0,0,1.21
785,1000,0,0,3,1.0,2.0,0,1.18
786,1000,0,0,3,1.0,2.0,0,1.26
787,1040,0,0,2,1.0,1.0,7,0.72
788,1000,0,0,4,1.0,1.0,2,1.13
789,1210,0,0,4,1.0,1.0,0,1.0
790,2600,14,0,4,1.0,1.0,6,1.65
791,1050,0,0,2,1.0,1.0,7,1.88
792,1060,0,0,4,1.0,1.0,9,1.4
793,1030,12,1,2,1.0,1.0,0,1.49
794,1060,0,0,2,1.0,1.0,9,0.63
795,1050,0,0,4,1.0,2.0,4,1.18
796,1050,0,0,2,1.0,1.0,4,0.94
797,1150,0,0,3,1.0,1.0,3,0.41
798,1030,0,1,2,1.0,1.0,0,1.59
799,1210,0,0,3,1.0,1.0,0,0.92
800,1000,0,1,2,1.5,1.0,2,0.66
801,1000,0,1,2,1.5,1.0,2,0.72
802,1050,0,1,2,1.0,1.0,9,0.9
803,2000,1,1,2,1.0,1.0,1,0.38
804,1170,0,0,5,1.0,2.0,7,1.59
805,1080,0,1,2,1.0,1.0,5,1.34
806,1080,0,1,1,1.0,0.0,5,1.51
807,1180,14,1,2,1.0,1.0,9,2.52
808,1180,14,1,2,1.0,1.0,9,2.35
809,1000,14,0,12,2.0,3.0,2,0.95
810,1000,14,0,16,3.0,6.0,4,0.44
811,1070,0,0,2,1.0,1.0,8,1.55
812,2060,0,0,2,1.0,1.0,1,1.36
813,1210,0,1,4,1.0,2.0,0,0.88
814,2140,14,0,3,1.0,1.0,6,0.58
815,2060,0,0,2,1.0,0.0,6,1.31
816,2060,14,1,3,1.0,0.0,6,1.24
817,2060,20,1,2,1.0,1.0,6,1.43
818,2600,0,2,6,1.0,1.0,6,1.97
819,1000,0,0,3,1.0,1.0,2,0.18
820,1200,0,0,1,1.0,0.0,3,2.72
821,1000,0,0,3,1.0,0.0,4,1.3
822,1050,0,1,2,0.5,1.0,4,0.63
823,1200,12,1,2,1.0,1.0,3,1.47
824,1200,12,1,2,1.0,1.0,3,1.48
825,1150,0,0,4,1.0,1.0,3,2.54
826,1080,0,0,4,1.0,1.0,5,1.76
827,2000,14,0,4,1.0,3.0,1,0.26
828,1030,0,1,1,1.0,1.0,0,0.38
829,1190,14,0,12,2.0,6.0,9,0.7
830,1050,0,0,8,2.0,4.0,4,1.22
831,1030,8,1,2,1.5,1.0,0,1.17
832,1050,14,0,4,1.0,1.0,4,0.22
833,1083,0,0,4,1.0,2.0,5,1.41
834,1060,0,0,1,1.0,1.0,9,0.96
835,1020,13,2,16,0.5,1.0,5,0.84
836,1020,17,2,16,0.5,1.0,5,0.91
837,1020,13,2,16,0.5,1.0,5,0.99
838,2000,0,0,3,1.0,1.0,1,0.48
839,1000,0,0,4,1.0,2.0,2,0.43
840,2018,0,0,2,1.0,0.0,1,1.16
841,1160,0,0,4,2.0,1.0,7,0.34
842,1040,0,0,6,1.5,3.0,7,1.62
843,1040,0,0,4,2.0,2.0,7,1.24
844,1030,14,1,4,2.0,2.0,0,1.24
845,1040,0,0,4,1.0,0.0,7,1.53
846,1190,0,0,6,2.0,3.0,9,1.27
847,1070,0,0,5,1.0,2.0,8,1.28
848,1000,0,1,2,2.0,1.0,2,0.71
849,1080,0,0,5,1.0,2.0,8,1.49
850,1000,0,1,1,1.0,1.0,2,0.71
851,1000,0,0,3,1.0,1.0,2,0.61
852,1050,0,1,3,1.0,1.0,4,1.06
853,1050,0,0,2,1.0,0.0,4,1.04
854,1000,0,0,4,1.0,1.0,4,1.35
855,1050,0,0,2,1.0,1.0,4,0.1
856,1000,0,1,2,1.0,2.0,2,2.28
857,1040,0,0,2,1.0,1.0,7,1.53
858,1070,8,1,2,1.0,1.0,8,1.93
859,1070,0,2,1,1.0,1.0,8,2.0
860,1060,20,1,2,1.5,1.0,9,1.42
861,1000,0,0,2,1.0,0.0,2,0.32
862,1000,0,0,6,1.0,2.0,2,0.39
863,1000,0,0,4,1.0,1.0,2,0.36
864,1000,0,0,2,0.0,1.0,2,0.34
865,1000,0,0,2,0.0,1.0,2,0.4
866,1000,0,0,5,1.0,2.0,2,0.22
867,1000,0,0,5,1.0,1.0,2,0.33
868,1000,0,0,2,1.0,0.0,2,0.32
870,1000,12,0,3,1.0,1.0,2,1.0
871,2018,0,0,2,1.0,2.0,1,0.76
872,1060,0,1,2,1.0,1.0,9,0.94
873,1060,0,0,4,1.0,2.0,9,0.78
874,1180,0,0,2,1.0,0.0,4,1.56
875,1030,0,0,2,1.0,1.0,0,0.13
876,1000,14,1,2,1.0,1.0,2,0.29
877,1000,14,1,2,1.0,1.0,2,0.61
878,1000,14,1,2,1.0,1.0,2,0.64
879,1000,14,1,2,1.0,1.0,2,0.87
880,2000,0,1,6,1.0,2.0,1,2.13
881,1000,0,1,2,1.0,0.0,2,1.09
882,1030,14,1,1,2.0,1.0,0,0.8
883,1030,0,1,1,2.0,1.0,0,0.89
884,1030,0,1,1,2.0,1.0,0,0.83
885,1030,0,1,1,2.0,1.0,0,0.79
886,1030,0,0,5,1.0,2.0,0,1.82
887,1090,0,0,7,1.0,2.0,5,0.34
888,1060,0,0,4,1.0,1.0,9,0.53
889,1150,14,1,2,3.0,1.0,3,1.49
891,2000,14,0,2,1.0,1.0,1,0.58
892,2000,14,0,2,1.0,0.0,1,0.61
893,1060,0,0,2,1.0,1.0,4,1.01
894,1060,0,0,2,1.0,0.0,4,1.01
895,1060,8,0,2,1.0,0.0,4,1.09
896,1060,8,0,2,1.0,0.0,2,1.53
897,1050,0,1,2,1.0,1.0,4,0.88
898,1050,0,1,2,1.0,1.0,4,0.9
899,1150,0,0,2,1.0,1.0,3,2.47
900,1050,0,0,2,1.5,1.0,9,0.91
901,1030,14,1,2,1.0,1.0,0,1.67
902,1030,14,1,1,1.0,1.0,0,1.69
903,1030,14,1,1,1.0,1.0,0,1.61
904,1080,14,1,2,1.0,1.0,8,1.14
905,1000,0,1,2,1.0,1.0,4,0.22
906,1050,0,0,6,2.0,2.0,4,0.39
907,1000,0,1,2,1.0,1.0,4,0.8
908,1040,0,1,2,1.0,1.0,7,0.68
909,1070,0,1,2,1.0,1.0,2,1.41
910,2180,8,0,2,1.0,1.0,6,8.0
911,1000,0,1,2,1.0,1.0,5,1.65
913,1083,0,1,2,1.0,1.0,8,2.74
914,1030,0,0,6,1.0,2.0,0,1.92
916,1210,14,0,2,1.5,1.0,0,0.67
917,1030,0,0,4,1.0,2.0,0,1.32
918,1081,8,1,2,1.0,1.0,5,1.78
919,1000,8,0,6,1.0,2.0,4,0.45
920,2000,0,0,1,1.0,1.0,1,0.81
921,1210,0,0,2,1.0,1.0,0,0.94
922,1040,0,0,2,1.0,1.0,7,1.49
923,2000,0,0,2,1.0,1.0,1,1.49
924,2000,0,0,4,1.0,2.0,1,0.76
925,1070,0,1,2,1.0,1.0,2,0.85
926,1060,20,1,1,1.0,1.0,9,1.22
927,1050,1,1,2,1.0,1.0,4,0.48
928,2000,0,0,6,1.5,3.0,1,1.01
929,2000,0,0,5,1.5,2.0,1,0.91
930,1050,0,1,1,1.0,1.0,7,0.74
931,2000,0,0,2,1.0,1.0,1,1.35
932,1210,0,0,4,1.0,1.0,0,0.97
933,1000,0,0,2,1.0,1.0,4,0.3
934,1000,0,0,2,1.0,1.0,4,0.34
935,1200,0,0,2,1.0,1.0,3,1.4
936,2060,0,0,2,1.0,1.0,6,0.83
937,1190,0,0,4,1.0,0.0,9,0.58
938,2000,0,0,3,1.5,1.0,1,0.46
939,1050,0,1,2,1.0,1.0,4,0.66
940,1060,0,0,2,1.0,1.0,4,0.66
941,1060,0,0,2,2.0,1.0,9,0.65
942,1030,0,0,2,1.0,1.0,0,0.46
943,2060,20,0,7,1.5,3.0,6,0.92
944,1160,0,1,1,1.0,1.0,7,0.56
945,2000,0,0,4,1.0,0.0,1,0.51
946,1060,0,1,1,1.0,1.0,9,1.09
947,1000,0,1,2,1.0,1.0,4,0.47
948,1030,0,0,3,1.0,2.0,0,0.91
949,1050,0,0,4,2.0,2.0,4,1.08
950,1000,0,0,2,1.0,1.0,2,0.06
951,1050,0,0,2,1.0,1.0,4,1.06
952,2180,21,0,6,1.0,3.0,6,6.6
953,1190,0,0,2,1.0,1.0,9,0.63
954,1190,14,1,2,1.0,1.0,9,1.73
955,1050,0,0,2,1.0,1.0,7,1.29
956,1040,0,0,4,1.0,1.0,7,1.21
957,1000,14,1,2,1.0,1.0,0,0.59
958,1060,0,1,2,1.0,1.0,9,0.96
959,1180,14,0,6,1.0,4.0,9,2.65
960,1190,0,0,2,1.0,1.0,9,0.1
961,2000,14,1,2,1.0,1.0,1,1.14
962,1210,14,1,2,1.0,1.0,0,0.73
963,1210,0,1,1,1.0,1.0,0,0.76
964,1210,0,1,2,1.0,1.0,0,0.8
965,1040,0,1,2,1.0,1.0,7,1.08
966,1060,0,0,4,1.0,1.0,9,0.77
967,1050,0,0,4,1.0,1.0,4,0.15
968,2000,0,0,4,1.0,1.0,1,1.06
969,1000,0,0,2,1.0,1.0,4,0.25
970,1050,0,0,4,1.0,1.0,4,0.48
971,1080,0,0,4,1.0,1.0,5,1.23
972,1190,14,0,5,2.0,3.0,9,0.25
973,2060,14,0,2,1.0,1.0,6,0.27
974,1050,0,0,4,1.0,1.0,4,0.31
975,1080,0,0,4,1.0,1.0,5,1.51
976,1000,15,0,2,1.0,0.0,5,1.63
977,2000,0,0,2,1.0,0.0,1,0.5
978,1030,14,0,2,1.0,1.0,0,0.67
979,1030,14,1,2,1.0,1.0,0,0.6
980,1050,16,0,1,1.0,1.0,4,0.85
981,1050,0,0,2,1.0,1.0,4,0.97
982,2018,0,0,3,1.0,0.0,6,1.04
983,1000,0,0,2,1.0,1.0,2,0.83
984,1000,0,1,2,1.0,1.0,2,0.99
985,1210,14,1,2,1.5,1.0,0,0.37
987,1040,8,0,2,1.0,0.0,7,1.46
988,1030,0,0,12,2.0,3.0,0,1.26
989,1170,0,0,3,1.5,2.0,7,1.62
990,1050,0,0,4,1.0,1.0,4,1.06
991,1180,0,1,2,1.0,1.0,4,2.25
992,1050,1,1,2,1.0,1.0,4,0.78
993,1040,0,0,4,1.0,1.0,7,1.27
994,2018,0,0,2,1.0,1.0,6,0.9
995,1060,20,1,2,1.0,1.0,9,0.96
996,1200,0,1,1,1.0,0.0,3,1.64
997,2018,0,0,4,2.0,2.0,1,1.51
998,1050,0,0,3,1.0,0.0,4,0.26
999,1060,0,0,2,1.0,1.0,9,1.14
1000,1170,0,0,2,1.0,0.0,7,3.46
1001,1060,0,0,4,1.0,1.0,9,0.85
1002,1060,0,1,1,1.0,1.0,9,1.2
1003,1050,0,0,2,1.0,1.0,7,1.04
1005,1180,0,1,1,1.0,1.0,9,2.14
1006,2060,0,0,5,1.0,2.0,6,1.35
1007,2000,14,1,2,1.0,1.0,1,0.79
1008,2000,0,0,4,1.0,2.0,1,1.3
1009,1180,0,0,7,1.0,2.0,9,2.17
1010,1060,16,1,1,1.0,1.0,9,1.13
1012,1170,0,1,2,1.0,1.0,7,2.16
1013,1080,15,0,7,2.0,4.0,2,1.1
1014,1020,14,1,1,1.0,1.0,5,1.21
1015,1020,14,1,2,1.0,1.0,5,1.27
1016,1020,14,1,2,1.0,1.0,5,1.28
1017,1060,14,0,2,1.0,2.0,9,0.92
1018,1060,0,0,2,1.0,1.0,4,0.96
1020,1200,0,0,6,1.0,3.0,3,1.77
1021,1060,0,1,1,1.0,1.0,9,0.96
1022,1060,0,0,3,0.5,1.0,9,0.67
1023,2600,14,1,2,1.0,1.0,6,1.8
1024,1000,0,0,2,1.0,1.0,2,0.49
1025,1060,14,0,6,2.0,3.0,9,0.9
1026,1060,14,1,2,1.0,1.0,9,0.2
1027,1060,0,0,2,1.0,1.0,4,0.77
1028,1060,0,0,3,1.0,1.0,9,0.18
1029,1020,0,0,5,1.0,2.0,5,1.65
1030,1020,0,0,4,1.0,1.0,5,1.47
1031,1000,14,0,4,1.0,1.0,2,0.6
1032,1070,15,1,4,1.0,1.0,2,1.43
1033,1060,0,0,2,1.0,1.0,9,0.66
1034,1000,15,0,4,1.0,2.0,2,0.69
1035,2140,0,0,4,1.0,2.0,6,0.39
1037,1030,0,1,4,1.0,1.0,0,1.67
1038,1050,0,0,3,1.0,1.0,7,1.19
1039,1000,0,1,2,1.0,1.0,2,0.39
1040,1030,0,1,1,1.0,1.0,0,1.22
1041,1060,15,0,6,1.5,2.0,9,1.19
1042,1050,0,1,2,1.0,1.0,4,0.38
1043,1000,0,0,4,1.0,1.0,2,0.52
1044,1060,0,0,2,1.5,1.0,9,1.32
1045,1090,0,0,6,1.0,2.0,5,1.37
1046,1040,0,1,1,1.0,1.0,7,1.09
1047,2018,20,0,4,1.0,2.0,6,0.98
1048,1170,14,0,6,1.0,3.0,7,2.8
1049,1000,0,1,2,1.0,1.0,4,0.72
1050,1070,15,0,3,1.5,1.0,2,0.92
1051,1030,0,0,2,1.0,1.0,0,0.93
1052,1180,0,1,2,1.0,1.0,9,1.27
1053,1050,0,0,4,1.0,2.0,4,0.23
1054,1200,0,0,4,1.0,2.0,3,1.15
1055,1040,0,0,4,1.0,1.0,7,1.61
1056,1000,0,1,1,1.0,1.0,2,1.86
1057,1060,0,0,6,1.0,2.0,9,1.35
1058,2060,0,0,2,1.0,1.0,6,1.4
1059,1060,14,1,2,2.0,1.0,9,0.52
1060,1050,0,1,2,2.0,1.0,4,0.4
1061,1000,0,0,2,1.0,0.0,2,0.64
1062,1000,1,0,3,1.0,1.0,2,0.71
1063,1000,0,0,3,1.0,1.0,2,0.67
1064,1210,0,0,3,1.0,1.0,0,1.29
1065,1000,0,1,1,1.0,1.0,2,0.74
1066,1040,0,0,4,1.0,1.0,7,0.64
1067,1090,0,1,2,1.0,1.0,5,2.51
1068,1180,0,0,2,1.0,1.0,9,1.83
1069,1000,0,0,4,1.5,2.0,2,0.13
1070,1000,0,1,2,1.5,1.0,2,0.28
1071,1030,0,0,2,1.0,1.0,0,0.55
1072,1040,0,0,3,1.5,1.0,7,1.3
1073,1140,0,1,2,1.0,1.0,3,3.21
1074,1180,0,0,2,1.0,1.0,9,1.21
1075,1190,14,0,5,1.0,3.0,9,0.74
1076,1060,0,0,2,1.0,1.0,9,0.55
1077,1000,0,0,5,1.5,2.0,2,1.07
1078,1000,0,1,2,2.0,1.0,2,1.02
1079,1060,0,0,3,1.0,1.0,9,1.31
1080,2140,14,1,2,1.0,1.0,6,0.4
1081,1000,0,0,4,1.0,1.0,4,0.33
1082,1000,0,0,2,2.0,1.0,2,0.25
1083,2018,0,0,2,1.0,1.0,1,1.09
1084,1000,0,0,3,1.0,1.0,2,0.33
1085,1190,0,0,4,1.0,1.0,9,1.15
1086,1060,0,0,5,1.0,2.0,9,0.92
1087,1180,0,1,2,1.0,1.0,9,1.23
1088,1030,0,0,4,1.0,0.0,0,1.2
1089,2000,0,0,4,1.0,2.0,1,0.71
1090,1050,0,0,2,1.0,1.0,4,0.62
1091,1150,0,0,3,1.0,2.0,3,0.22
1092,1210,15,0,3,1.0,1.0,2,0.89
1093,1070,14,1,1,1.0,1.0,2,1.27
1094,1070,14,1,2,2.0,2.0,2,1.18
1095,1070,14,2,2,1.0,1.0,2,1.31
1096,1000,0,0,2,1.0,1.0,0,1.04
1097,1050,0,0,4,1.5,1.0,4,0.6
1098,2018,0,0,2,1.0,0.0,6,0.98
1099,1200,0,1,2,1.0,2.0,3,1.6
1100,1200,0,0,2,1.0,2.0,3,1.68
1101,2000,15,0,4,2.0,2.0,1,0.96
1102,1050,0,0,6,2.0,2.0,9,0.92
1103,2018,15,0,4,1.5,1.0,1,1.35
1104,2018,0,0,6,2.5,2.0,1,1.68
1105,2018,0,1,2,1.0,1.0,1,1.68
1106,2018,0,1,2,1.0,1.0,1,1.68
1107,1040,0,0,2,1.0,1.0,7,0.48
1108,1050,0,0,2,1.0,1.0,4,0.23
1109,1050,0,0,2,1.0,1.0,4,0.41
1110,2140,14,1,3,1.0,1.0,6,0.87
1111,2140,14,0,3,1.0,2.0,6,0.64
1112,1000,0,0,2,1.0,0.0,2,1.24
1113,1060,0,0,4,1.0,2.0,9,0.7
1114,1200,0,0,5,1.5,2.0,3,1.26
1115,1060,0,1,2,2.0,1.0,9,0.92
1116,1060,0,0,2,1.0,1.0,9,1.42
1117,2600,14,0,4,1.0,1.0,6,2.46
1118,2018,8,0,2,1.0,1.0,1,1.42
1119,2140,1,1,7,1.0,1.0,6,0.5
1120,1050,0,0,4,1.0,1.0,4,0.93
1121,1050,0,0,4,1.0,1.0,4,0.69
1122,1000,0,0,4,1.0,2.0,4,0.45
1123,1060,0,0,2,1.0,1.0,9,0.8
1124,2018,14,1,2,2.0,1.0,1,1.39
1125,1180,0,0,3,1.0,1.0,9,1.0
1126,1180,0,0,4,1.0,2.0,4,1.55
1127,2018,0,1,2,1.0,1.0,6,0.86
1128,2018,0,1,1,1.0,1.0,6,0.82
1129,1040,14,0,6,2.0,3.0,4,1.11
1130,2018,14,0,4,1.5,2.0,6,0.45
1131,1170,14,0,6,1.5,3.0,7,4.02
1132,1030,0,0,3,1.0,1.0,0,1.09
1133,1190,0,0,2,1.0,1.0,9,1.11
1135,1000,0,1,2,1.0,1.0,2,0.82
1136,1090,0,0,4,2.0,3.0,5,0.37
1137,1060,0,0,4,1.0,1.0,9,0.9
1138,1000,0,1,2,1.0,1.0,2,0.88
1139,2100,14,1,2,1.0,0.0,6,3.12
1140,2020,0,0,2,1.0,1.0,1,2.67
1141,2000,14,1,2,1.0,1.0,1,0.57
1142,1170,0,0,4,1.0,1.0,7,1.42
1143,1000,0,0,4,1.0,1.0,2,0.69
1144,1190,15,0,2,1.0,1.0,9,0.07
1145,1000,0,0,6,3.0,3.0,0,1.04
1146,1081,15,0,4,1.0,0.0,5,0.8
1147,1080,0,0,2,1.0,0.0,5,0.54
1148,1050,0,0,2,1.0,1.0,4,1.02
